POS	VALUE	CHROM
0.77665	0.56	Chr1
0.776668	0.57	Chr1
0.776898	0.5	Chr1
0.777122	0.52	Chr1
0.77713	0.42	Chr1
0.777198	0.38	Chr1
0.777224	0.33	Chr1
0.777461	0.53	Chr1
0.777781	0.5	Chr1
0.778335	0.35	Chr1
0.778401	0.56	Chr1
0.778635	0.52	Chr1
0.778957	0.5	Chr1
0.77978	0.56	Chr1
0.77984	0.32	Chr1
0.78016	0.35	Chr1
0.780408	0.37	Chr1
0.780675	0.43	Chr1
0.782113	0.44	Chr1
0.782455	0.36	Chr1
0.782892	0.53	Chr1
0.783018	0.43	Chr1
0.783531	0.25	Chr1
0.784529	0.54	Chr1
0.785781	0.4	Chr1
0.786435	0.54	Chr1
0.78659	0.38	Chr1
0.786881	0.45	Chr1
0.786898	0.48	Chr1
0.786933	0.43	Chr1
0.787777	0.32	Chr1
0.788091	0.27	Chr1
0.789751	0.52	Chr1
0.790041	0.6	Chr1
0.79038	0.33	Chr1
0.791777	0.44	Chr1
0.791976	0.38	Chr1
0.792389	0.42	Chr1
0.792552	0.4	Chr1
0.792675	0.55	Chr1
0.792701	0.64	Chr1
0.792706	0.65	Chr1
0.792898	0.41	Chr1
0.793909	0.57	Chr1
0.793962	0.57	Chr1
0.794593	0.46	Chr1
0.795675	0.63	Chr1
0.796449	0.31	Chr1
0.79707	0.35	Chr1
0.797625	0.42	Chr1
0.797722	0.54	Chr1
0.797783	0.62	Chr1
0.797951	0.17	Chr1
0.798135	0.53	Chr1
0.799233	0.36	Chr1
0.799588	0.73	Chr1
0.799593	0.8	Chr1
0.799762	0.07	Chr1
0.799787	0.12	Chr1
0.799905	0.42	Chr1
0.800774	0.43	Chr1
0.801186	0.55	Chr1
0.80152	0.62	Chr1
0.801817	0.64	Chr1
0.802501	0.58	Chr1
0.802907	0.55	Chr1
0.802921	0.5	Chr1
0.802935	0.51	Chr1
0.803811	0.6	Chr1
0.80459	0.4	Chr1
0.80463	0.47	Chr1
0.804686	0.43	Chr1
0.804699	0.38	Chr1
0.804714	0.36	Chr1
0.804772	0.3	Chr1
0.805145	0.41	Chr1
0.805188	0.28	Chr1
0.805202	0.22	Chr1
0.805282	0.33	Chr1
0.805524	0.35	Chr1
0.805653	0.61	Chr1
0.805698	0.65	Chr1
0.805971	0.52	Chr1
0.806815	0.52	Chr1
0.807411	0.36	Chr1
0.807423	0.35	Chr1
0.807473	0.36	Chr1
0.830985	0.67	Chr1
0.839683	0.38	Chr1
0.839721	0.44	Chr1
0.839742	0.47	Chr1
0.84195	0.56	Chr1
0.842175	0.52	Chr1
0.842548	0.36	Chr1
0.844046	0.48	Chr1
0.873915	0.53	Chr1
0.909088	0.62	Chr1
0.935664	0.19	Chr1
0.949213	0.48	Chr1
0.950395	0.38	Chr1
0.955952	0.27	Chr1
0.967938	0.54	Chr1
0.97174	0.55	Chr1
0.97392	0.29	Chr1
1.009738	0.46	Chr1
1.030875	0.65	Chr1
1.037759	0.75	Chr1
1.041747	0.5	Chr1
1.060133	0.41	Chr1
1.067038	0.47	Chr1
1.201545	0.46	Chr1
1.288964	0.27	Chr1
1.301206	0.43	Chr1
1.318357	0.63	Chr1
1.34889	0.52	Chr1
1.356174	0.38	Chr1
1.386756	0.6	Chr1
1.397391	0.64	Chr1
1.454313	0.48	Chr1
1.520432	0.47	Chr1
1.524784	0.39	Chr1
1.53067	0.27	Chr1
1.540378	0.57	Chr1
1.658007	0.45	Chr1
1.658085	0.42	Chr1
1.658116	0.42	Chr1
1.691075	0.5	Chr1
1.691139	0.23	Chr1
1.773241	0.61	Chr1
1.826393	0.48	Chr1
1.829405	0.61	Chr1
1.833855	0.31	Chr1
1.833915	0.53	Chr1
1.833952	0.56	Chr1
1.881911	0.67	Chr1
1.914403	0.12	Chr1
1.914424	0.14	Chr1
1.914496	0.17	Chr1
1.914548	0.22	Chr1
1.914556	0.15	Chr1
1.914611	0.16	Chr1
1.916505	0.26	Chr1
1.948828	0.71	Chr1
1.980407	0.69	Chr1
1.982016	0.5	Chr1
1.998355	0.25	Chr1
1.998413	0.31	Chr1
1.998487	0.18	Chr1
1.998496	0.18	Chr1
2.010658	0.53	Chr1
2.015912	0.52	Chr1
2.016725	0.45	Chr1
2.019374	0.55	Chr1
2.019498	0.68	Chr1
2.034757	0.46	Chr1
2.034809	0.29	Chr1
2.034829	0.27	Chr1
2.035137	0.67	Chr1
2.035571	0.47	Chr1
2.03561	0.42	Chr1
2.035615	0.44	Chr1
2.035673	0.35	Chr1
2.035707	0.43	Chr1
2.035713	0.43	Chr1
2.035926	0.5	Chr1
2.036171	0.43	Chr1
2.03621	0.44	Chr1
2.036408	0.42	Chr1
2.036526	0.33	Chr1
2.03723	0.35	Chr1
2.037297	0.33	Chr1
2.037329	0.28	Chr1
2.037851	0.33	Chr1
2.037876	0.4	Chr1
2.037951	0.4	Chr1
2.03796	0.37	Chr1
2.039384	0.29	Chr1
2.039823	0.48	Chr1
2.039847	0.55	Chr1
2.039973	0.5	Chr1
2.040437	0.35	Chr1
2.040445	0.33	Chr1
2.040478	0.31	Chr1
2.041283	0.31	Chr1
2.04173	0.5	Chr1
2.041756	0.52	Chr1
2.042061	0.47	Chr1
2.042694	0.76	Chr1
2.042714	0.72	Chr1
2.043186	0.7	Chr1
2.04342	0.41	Chr1
2.043558	0.5	Chr1
2.062985	0.26	Chr1
2.063204	0.4	Chr1
2.063267	0.36	Chr1
2.063739	0.38	Chr1
2.066845	0.46	Chr1
2.06691	0.43	Chr1
2.067408	0.63	Chr1
2.067746	0.46	Chr1
2.068009	0.42	Chr1
2.068795	0.35	Chr1
2.06897	0.6	Chr1
2.069102	0.42	Chr1
2.121463	0.4	Chr1
2.16818	0.52	Chr1
2.197767	0.68	Chr1
2.219719	0.48	Chr1
2.275921	0.5	Chr1
2.317057	0.69	Chr1
2.318461	0.35	Chr1
2.373533	0.47	Chr1
2.383574	0.33	Chr1
2.383602	0.56	Chr1
2.383968	0.42	Chr1
2.384002	0.5	Chr1
2.42602	0.48	Chr1
2.42883	0.47	Chr1
2.442891	0.39	Chr1
2.443845	0.74	Chr1
2.444818	0.36	Chr1
2.445767	0.57	Chr1
2.451904	0.58	Chr1
2.47028	0.66	Chr1
2.516597	0.5	Chr1
2.539177	0.47	Chr1
2.541185	0.4	Chr1
2.547747	0.76	Chr1
2.552028	0.29	Chr1
2.557301	0.47	Chr1
2.563444	0.44	Chr1
2.62435	0.42	Chr1
2.624461	0.41	Chr1
2.624487	0.42	Chr1
2.748094	0.27	Chr1
2.928599	0.39	Chr1
2.939178	0.58	Chr1
2.974669	0.44	Chr1
2.975353	0.53	Chr1
3.062598	0.43	Chr1
3.072554	0.42	Chr1
3.072608	0.5	Chr1
3.072681	0.41	Chr1
3.07301	0.46	Chr1
3.091835	0.29	Chr1
3.116896	0.46	Chr1
3.11696	0.3	Chr1
3.146686	0.65	Chr1
3.164193	0.42	Chr1
3.269365	0.64	Chr1
3.275099	0.36	Chr1
3.277744	0.7	Chr1
3.282162	0.3	Chr1
3.282176	0.55	Chr1
3.282186	0.57	Chr1
3.283547	0.63	Chr1
3.28366	0.45	Chr1
3.283689	0.25	Chr1
3.291254	0.54	Chr1
3.324614	0.47	Chr1
3.342304	0.62	Chr1
3.362064	0.4	Chr1
3.373666	0.6	Chr1
3.402857	0.35	Chr1
3.465209	0.44	Chr1
3.47228	0.68	Chr1
3.473845	0.64	Chr1
3.517367	0.38	Chr1
3.517472	0.54	Chr1
3.526102	0.55	Chr1
3.52612	0.54	Chr1
3.540634	0.44	Chr1
3.607542	0.67	Chr1
3.616081	0.6	Chr1
3.758169	0.72	Chr1
3.788472	0.37	Chr1
3.80584	0.26	Chr1
3.829663	0.52	Chr1
3.843417	0.37	Chr1
3.847802	0.56	Chr1
3.897039	0.57	Chr1
3.910508	0.47	Chr1
3.957479	0.43	Chr1
4.037724	0.25	Chr1
4.038031	0.62	Chr1
4.038041	0.62	Chr1
4.038063	0.67	Chr1
4.051688	0.57	Chr1
4.051745	0.48	Chr1
4.051769	0.54	Chr1
4.051856	0.53	Chr1
4.052038	0.56	Chr1
4.052046	0.55	Chr1
4.05216	0.44	Chr1
4.052209	0.59	Chr1
4.052297	0.42	Chr1
4.052567	0.62	Chr1
4.056342	0.3	Chr1
4.058496	0.57	Chr1
4.083909	0.37	Chr1
4.097245	0.76	Chr1
4.144369	0.31	Chr1
4.163869	0.22	Chr1
4.21409	0.73	Chr1
4.235674	0.67	Chr1
4.31425	0.22	Chr1
4.31427	0.39	Chr1
4.314334	0.38	Chr1
4.33268	0.34	Chr1
4.332699	0.42	Chr1
4.332704	0.42	Chr1
4.549056	0.47	Chr1
4.593999	0.53	Chr1
4.61129	0.46	Chr1
4.639459	0.38	Chr1
4.870667	0.33	Chr1
4.947923	0.94	Chr1
4.968755	0.69	Chr1
5.026885	0.55	Chr1
5.085893	0.31	Chr1
5.217341	0.07	Chr1
5.217372	0.6	Chr1
5.233008	0.38	Chr1
5.233016	0.31	Chr1
5.282442	0.4	Chr1
5.516497	0.67	Chr1
5.555675	0.28	Chr1
5.555784	0.27	Chr1
5.571699	0.21	Chr1
5.571926	0.53	Chr1
5.572193	0.64	Chr1
5.572235	0.5	Chr1
5.572259	0.36	Chr1
5.575662	0.3	Chr1
5.591305	0.5	Chr1
5.591365	0.61	Chr1
5.591757	0.58	Chr1
5.591782	0.62	Chr1
5.591877	0.63	Chr1
5.592047	0.68	Chr1
5.592163	0.52	Chr1
5.592356	0.57	Chr1
5.5951	0.84	Chr1
5.629006	0.33	Chr1
5.629015	0.82	Chr1
5.629045	0.56	Chr1
5.637125	0.71	Chr1
5.657553	0	Chr1
5.749324	0.45	Chr1
5.74933	0.53	Chr1
5.772528	0.76	Chr1
5.793082	0.75	Chr1
5.800022	0.33	Chr1
5.800029	0.32	Chr1
5.800222	0.22	Chr1
5.800277	0.35	Chr1
5.800295	0.33	Chr1
5.800427	0.41	Chr1
5.800453	0.5	Chr1
5.80046	0.5	Chr1
5.802926	0.47	Chr1
5.80297	0.4	Chr1
5.802992	0.38	Chr1
5.803012	0.35	Chr1
5.803056	0.25	Chr1
5.803447	0.09	Chr1
5.803521	0.09	Chr1
5.804403	0.05	Chr1
5.804419	0.05	Chr1
5.80446	0.13	Chr1
5.804466	0.13	Chr1
5.804636	0.33	Chr1
5.804659	0.36	Chr1
5.804666	0.35	Chr1
5.804799	0.05	Chr1
5.804824	0.06	Chr1
5.805081	0.19	Chr1
5.805124	0.15	Chr1
5.805275	0.14	Chr1
5.805309	0.11	Chr1
5.827196	0.83	Chr1
5.831783	0.64	Chr1
5.889474	0.45	Chr1
5.895886	0.58	Chr1
5.895905	0.73	Chr1
5.896719	0	Chr1
5.943579	0.06	Chr1
5.943603	0.4	Chr1
5.945786	0.82	Chr1
5.946842	0.4	Chr1
6.012321	0.19	Chr1
6.020205	0.54	Chr1
6.020232	0.28	Chr1
6.020524	0.21	Chr1
6.020577	0.38	Chr1
6.020582	0.43	Chr1
6.020604	0.36	Chr1
6.09079	0.31	Chr1
6.131692	0.91	Chr1
6.196925	0.48	Chr1
6.241654	0.72	Chr1
6.268195	0.33	Chr1
6.329582	0.6	Chr1
6.33443	0.33	Chr1
6.355601	0.3	Chr1
6.356884	0.33	Chr1
6.364889	0.18	Chr1
6.365922	0.41	Chr1
6.365942	0.52	Chr1
6.36598	0.69	Chr1
6.365985	0.6	Chr1
6.379894	0.3	Chr1
6.394999	0.5	Chr1
6.395004	0.5	Chr1
6.395013	0.46	Chr1
6.395075	0.45	Chr1
6.395484	0.46	Chr1
6.395531	0.55	Chr1
6.396515	0.43	Chr1
6.396568	0.47	Chr1
6.396987	0.4	Chr1
6.397103	0.53	Chr1
6.39717	0.58	Chr1
6.397215	0.62	Chr1
6.398284	0.58	Chr1
6.398391	0.7	Chr1
6.398488	0.58	Chr1
6.398512	0.6	Chr1
6.399612	0.45	Chr1
6.399933	0.74	Chr1
6.400091	0.52	Chr1
6.400958	0.57	Chr1
6.401329	0.77	Chr1
6.402191	0.61	Chr1
6.405177	0.27	Chr1
6.40524	0.33	Chr1
6.410625	0.34	Chr1
6.412175	0.69	Chr1
6.430926	0.46	Chr1
6.430933	0.46	Chr1
6.439494	0.38	Chr1
6.439507	0.39	Chr1
6.439527	0.41	Chr1
6.439581	0.56	Chr1
6.439684	0.41	Chr1
6.443134	0.81	Chr1
6.447667	0.25	Chr1
6.456291	0.71	Chr1
6.457369	0.65	Chr1
6.457574	0.78	Chr1
6.457602	0.72	Chr1
6.457872	0.74	Chr1
6.457936	0.75	Chr1
6.458229	0.67	Chr1
6.458267	0.79	Chr1
6.458296	0.78	Chr1
6.458314	0.77	Chr1
6.45834	0.77	Chr1
6.459139	0.31	Chr1
6.459173	0.5	Chr1
6.459179	0.54	Chr1
6.459235	0.71	Chr1
6.459355	0.5	Chr1
6.460146	0.77	Chr1
6.460157	0.75	Chr1
6.460405	0.77	Chr1
6.460449	0.74	Chr1
6.460723	0.5	Chr1
6.460989	0.62	Chr1
6.461037	0.68	Chr1
6.461432	0.76	Chr1
6.461463	0.73	Chr1
6.461508	0.54	Chr1
6.461524	0.58	Chr1
6.461836	0.6	Chr1
6.462197	0.89	Chr1
6.462925	0.82	Chr1
6.463223	0.72	Chr1
6.463293	0.75	Chr1
6.463303	0.76	Chr1
6.463314	0.79	Chr1
6.463321	0.79	Chr1
6.4634	0.72	Chr1
6.463443	0.69	Chr1
6.463455	0.69	Chr1
6.463505	0.67	Chr1
6.463643	0.69	Chr1
6.46388	0.69	Chr1
6.463908	0.74	Chr1
6.464325	0.42	Chr1
6.464852	0.64	Chr1
6.465317	0.56	Chr1
6.465411	0.37	Chr1
6.46572	0.65	Chr1
6.466015	0.77	Chr1
6.466248	0.7	Chr1
6.46629	0.62	Chr1
6.466568	0.76	Chr1
6.466667	0.63	Chr1
6.466732	0.59	Chr1
6.466969	0.75	Chr1
6.4671	0.64	Chr1
6.467145	0.71	Chr1
6.46717	0.76	Chr1
6.467515	0.71	Chr1
6.467523	0.74	Chr1
6.467802	0.83	Chr1
6.467807	0.83	Chr1
6.467862	0.7	Chr1
6.467874	0.71	Chr1
6.467979	0.61	Chr1
6.468029	0.56	Chr1
6.46807	0.59	Chr1
6.468318	0.65	Chr1
6.468484	0.59	Chr1
6.468559	0.74	Chr1
6.469076	0.6	Chr1
6.469832	0.76	Chr1
6.470068	0.6	Chr1
6.470353	0.63	Chr1
6.471751	0.6	Chr1
6.471762	0.64	Chr1
6.471769	0.67	Chr1
6.472679	0.73	Chr1
6.47312	0.71	Chr1
6.473171	0.67	Chr1
6.473243	0.45	Chr1
6.473252	0.45	Chr1
6.473308	0.48	Chr1
6.473335	0.46	Chr1
6.473523	0.65	Chr1
6.473561	0.56	Chr1
6.474078	0.47	Chr1
6.474657	0.43	Chr1
6.474663	0.43	Chr1
6.47467	0.43	Chr1
6.474766	0.57	Chr1
6.474869	0.7	Chr1
6.474979	0.59	Chr1
6.475067	0.67	Chr1
6.475143	0.77	Chr1
6.475354	0.67	Chr1
6.475645	0.62	Chr1
6.475668	0.58	Chr1
6.47569	0.55	Chr1
6.476088	0.53	Chr1
6.47623	0.59	Chr1
6.476409	0.5	Chr1
6.476471	0.68	Chr1
6.476648	0.77	Chr1
6.476679	0.86	Chr1
6.476725	0.78	Chr1
6.476879	0.65	Chr1
6.477186	0.44	Chr1
6.477318	0.44	Chr1
6.477378	0.65	Chr1
6.477552	0.6	Chr1
6.478242	0.65	Chr1
6.478834	0.5	Chr1
6.478964	0.64	Chr1
6.478981	0.61	Chr1
6.479205	0.68	Chr1
6.479286	0.68	Chr1
6.479304	0.69	Chr1
6.479372	0.86	Chr1
6.479387	0.85	Chr1
6.479409	0.73	Chr1
6.479462	0.4	Chr1
6.47993	0.5	Chr1
6.480011	0.42	Chr1
6.480226	0.64	Chr1
6.481053	0.72	Chr1
6.481125	0.46	Chr1
6.481252	0.64	Chr1
6.482154	0.67	Chr1
6.482589	0.52	Chr1
6.48289	0.61	Chr1
6.48295	0.59	Chr1
6.483672	0.5	Chr1
6.483719	0.4	Chr1
6.483748	0.5	Chr1
6.483782	0.56	Chr1
6.48455	0.77	Chr1
6.484751	0.7	Chr1
6.484905	0.79	Chr1
6.48501	0.81	Chr1
6.487721	0.47	Chr1
6.487949	0.29	Chr1
6.487956	0.33	Chr1
6.489539	0.65	Chr1
6.489561	0.7	Chr1
6.489848	0.53	Chr1
6.489899	0.65	Chr1
6.489938	0.72	Chr1
6.490825	0.83	Chr1
6.490904	0.64	Chr1
6.491319	0.5	Chr1
6.491483	0.65	Chr1
6.491917	0.67	Chr1
6.492071	0.61	Chr1
6.492288	0.5	Chr1
6.49254	0.55	Chr1
6.492715	0.76	Chr1
6.492757	0.73	Chr1
6.492835	0.57	Chr1
6.492903	0.67	Chr1
6.493025	0.76	Chr1
6.49303	0.75	Chr1
6.493403	0.57	Chr1
6.493934	0.57	Chr1
6.493978	0.65	Chr1
6.49408	0.71	Chr1
6.49412	0.42	Chr1
6.494142	0.33	Chr1
6.495046	0.6	Chr1
6.495098	0.57	Chr1
6.495218	0.33	Chr1
6.495474	0.39	Chr1
6.495488	0.44	Chr1
6.495499	0.44	Chr1
6.495504	0.44	Chr1
6.496285	0.5	Chr1
6.496331	0.57	Chr1
6.496466	0.48	Chr1
6.496574	0.56	Chr1
6.496855	0.41	Chr1
6.49688	0.45	Chr1
6.497358	0.58	Chr1
6.497433	0.68	Chr1
6.49813	0.69	Chr1
6.498736	0.43	Chr1
6.500163	0.67	Chr1
6.500187	0.78	Chr1
6.500294	0.8	Chr1
6.500538	0.58	Chr1
6.500912	0.48	Chr1
6.50105	0.7	Chr1
6.501189	0.67	Chr1
6.501725	0.62	Chr1
6.501734	0.6	Chr1
6.50176	0.54	Chr1
6.502168	0.57	Chr1
6.50246	0.63	Chr1
6.502594	0.48	Chr1
6.5035	0.5	Chr1
6.503515	0.5	Chr1
6.504348	0.52	Chr1
6.504373	0.43	Chr1
6.504441	0.73	Chr1
6.504475	0.74	Chr1
6.504501	0.74	Chr1
6.504592	0.57	Chr1
6.504757	0.54	Chr1
6.504787	0.73	Chr1
6.50482	0.75	Chr1
6.504862	0.68	Chr1
6.505118	0.64	Chr1
6.505348	0.52	Chr1
6.505633	0.5	Chr1
6.506145	0.44	Chr1
6.506161	0.53	Chr1
6.506422	0.4	Chr1
6.506559	0.62	Chr1
6.506749	0.47	Chr1
6.506891	0.65	Chr1
6.507025	0.61	Chr1
6.507276	0.5	Chr1
6.507854	0.52	Chr1
6.508044	0.67	Chr1
6.508113	0.52	Chr1
6.508252	0.38	Chr1
6.508681	0.63	Chr1
6.508714	0.65	Chr1
6.509294	0.57	Chr1
6.510707	0.71	Chr1
6.510769	0.71	Chr1
6.510856	0.62	Chr1
6.510904	0.62	Chr1
6.511853	0.53	Chr1
6.511859	0.42	Chr1
6.512256	0.46	Chr1
6.513336	0.78	Chr1
6.513687	0.65	Chr1
6.51382	0.6	Chr1
6.521875	0.5	Chr1
6.521914	0.43	Chr1
6.522	0.78	Chr1
6.522027	0.35	Chr1
6.522126	0.81	Chr1
6.522165	0.84	Chr1
6.522216	0.45	Chr1
6.522236	0.89	Chr1
6.522276	0.23	Chr1
6.522408	0.73	Chr1
6.522422	0.36	Chr1
6.523347	0.91	Chr1
6.523795	0.69	Chr1
6.523948	0.75	Chr1
6.524738	0.59	Chr1
6.525651	0.58	Chr1
6.526749	0.48	Chr1
6.526774	0.35	Chr1
6.526949	0.67	Chr1
6.528363	0.65	Chr1
6.528768	0.68	Chr1
6.5288	0.78	Chr1
6.528835	0.79	Chr1
6.529227	0.8	Chr1
6.529896	0.67	Chr1
6.530793	0.53	Chr1
6.530816	0.46	Chr1
6.531129	0.4	Chr1
6.532275	0.55	Chr1
6.532374	0.53	Chr1
6.534521	0.55	Chr1
6.534634	0.69	Chr1
6.534855	0.81	Chr1
6.534893	0.75	Chr1
6.535031	0.71	Chr1
6.535138	0.18	Chr1
6.535164	0.82	Chr1
6.535542	0.53	Chr1
6.536468	0.57	Chr1
6.536543	0.42	Chr1
6.536556	0.39	Chr1
6.536687	0.63	Chr1
6.536693	0.61	Chr1
6.536711	0.67	Chr1
6.536792	0.36	Chr1
6.536929	0.36	Chr1
6.536972	0.5	Chr1
6.537003	0.64	Chr1
6.537077	0.71	Chr1
6.537128	0.75	Chr1
6.537208	0.81	Chr1
6.53729	0.71	Chr1
6.537722	0.4	Chr1
6.537735	0.4	Chr1
6.537972	0.65	Chr1
6.538034	0.62	Chr1
6.538227	0.53	Chr1
6.538517	0.79	Chr1
6.538605	0.76	Chr1
6.538708	0.5	Chr1
6.538802	0.7	Chr1
6.538955	0.53	Chr1
6.539233	0.69	Chr1
6.539457	0.53	Chr1
6.539593	0.69	Chr1
6.539893	0.74	Chr1
6.54043	0.67	Chr1
6.54056	0.62	Chr1
6.540567	0.65	Chr1
6.540606	0.54	Chr1
6.540638	0.58	Chr1
6.540949	0.76	Chr1
6.541004	0.83	Chr1
6.542275	0.69	Chr1
6.543184	0.56	Chr1
6.543406	0.67	Chr1
6.543437	0.68	Chr1
6.543651	0.44	Chr1
6.544334	0.78	Chr1
6.544602	0.88	Chr1
6.544608	0.89	Chr1
6.544721	0.81	Chr1
6.544951	0.84	Chr1
6.545392	0.78	Chr1
6.545507	0.69	Chr1
6.545549	0.62	Chr1
6.545955	0.6	Chr1
6.54678	0.5	Chr1
6.546803	0.44	Chr1
6.546846	0.59	Chr1
6.546981	0.88	Chr1
6.547007	0.81	Chr1
6.547241	0.77	Chr1
6.547548	0.7	Chr1
6.547757	0.46	Chr1
6.548013	0.65	Chr1
6.548731	0.47	Chr1
6.549121	0.4	Chr1
