POS	VALUE	CHROM
20.9	-0.430119562	Chr1
20.95	-0.430163398	Chr1
21	-0.430340182	Chr1
21.05	-0.42337126	Chr1
21.1	-0.422889559	Chr1
21.15	-0.427845724	Chr1
21.2	-0.429317136	Chr1
21.25	-0.427939013	Chr1
21.3	-0.427939013	Chr1
21.35	-0.427950782	Chr1
21.4	-0.427266567	Chr1
21.45	-0.425560485	Chr1
21.5	-0.425885213	Chr1
21.55	-0.425549213	Chr1
21.6	-0.425512184	Chr1
21.65	-0.42789528	Chr1
21.7	-0.420872552	Chr1
21.75	-0.419733656	Chr1
21.8	-0.419227857	Chr1
21.85	-0.419051668	Chr1
21.9	-0.419113682	Chr1
21.95	-0.419485558	Chr1
22	-0.419449249	Chr1
22.05	-0.419538288	Chr1
22.1	-0.4195039	Chr1
22.15	-0.411257648	Chr1
22.2	-0.389946438	Chr1
22.25	-0.392110217	Chr1
22.3	-0.391166189	Chr1
22.35	-0.391196224	Chr1
22.4	-0.39193909	Chr1
22.45	-0.395552986	Chr1
22.5	-0.394960406	Chr1
22.55	-0.395568114	Chr1
22.6	-0.394960406	Chr1
22.65	-0.396716438	Chr1
22.7	-0.416739946	Chr1
22.75	-0.416739946	Chr1
22.8	-0.417304139	Chr1
22.85	-0.417849973	Chr1
22.9	-0.41904025	Chr1
22.95	-0.413496949	Chr1
23	-0.413496949	Chr1
23.05	-0.420344615	Chr1
23.1	-0.420344615	Chr1
23.15	-0.416108512	Chr1
23.2	-0.411944182	Chr1
23.25	-0.409354548	Chr1
23.3	-0.415357615	Chr1
23.35	-0.41808732	Chr1
23.4	-0.417906391	Chr1
23.45	-0.41342	Chr1
23.5	-0.41230071	Chr1
23.55	-0.4098185	Chr1
23.6	-0.4098255	Chr1
23.65	-0.406216194	Chr1
23.7	-0.406216194	Chr1
23.75	-0.406216194	Chr1
23.8	-0.398695842	Chr1
23.85	-0.397647081	Chr1
23.9	-0.397480158	Chr1
23.95	-0.396697065	Chr1
24	-0.396697065	Chr1
24.05	-0.389803321	Chr1
24.1	-0.391763526	Chr1
24.15	-0.393587457	Chr1
24.2	-0.393587457	Chr1
24.25	-0.396139897	Chr1
24.3	-0.399056478	Chr1
24.35	-0.399174553	Chr1
24.4	-0.399791327	Chr1
24.45	-0.398942615	Chr1
24.5	-0.398942615	Chr1
24.55	-0.399694526	Chr1
24.6	-0.398473432	Chr1
24.65	-0.398262974	Chr1
24.7	-0.398609179	Chr1
24.75	-0.40153863	Chr1
24.8	-0.411618921	Chr1
24.85	-0.430015024	Chr1
24.9	-0.429842596	Chr1
24.95	-0.429839064	Chr1
25	-0.429939117	Chr1
25.05	-0.429736408	Chr1
25.1	-0.430753811	Chr1
25.15	-0.430777906	Chr1
25.2	-0.43073079	Chr1
25.25	-0.429989458	Chr1
25.3	-0.430224045	Chr1
25.35	-0.429893981	Chr1
25.4	-0.430107562	Chr1
25.45	-0.429906707	Chr1
25.5	-0.42986528	Chr1
25.55	-0.428117638	Chr1
25.6	-0.427217057	Chr1
25.65	-0.427695768	Chr1
25.7	-0.427542	Chr1
25.75	-0.427670902	Chr1
25.8	-0.42894607	Chr1
25.85	-0.419648888	Chr1
25.9	-0.412599612	Chr1
25.95	-0.413279146	Chr1
26	-0.411181905	Chr1
26.05	-0.410625617	Chr1
26.1	-0.410469468	Chr1
26.15	-0.408984864	Chr1
26.2	-0.404224136	Chr1
26.25	-0.405489306	Chr1
26.3	-0.406561012	Chr1
26.35	-0.40714789	Chr1
26.4	-0.403942529	Chr1
26.45	-0.404229205	Chr1
26.5	-0.404449378	Chr1
26.55	-0.403780311	Chr1
26.6	-0.405823952	Chr1
26.65	-0.401764321	Chr1
26.7	-0.410428397	Chr1
26.75	-0.409392329	Chr1
26.8	-0.41000028	Chr1
26.85	-0.40689139	Chr1
26.9	-0.407963959	Chr1
26.95	-0.406290765	Chr1
27	-0.408020316	Chr1
27.05	-0.408614671	Chr1
27.1	-0.404862014	Chr1
27.15	-0.405524453	Chr1
27.2	-0.409958629	Chr1
27.25	-0.410619176	Chr1
27.3	-0.408242921	Chr1
27.35	-0.400785812	Chr1
27.4	-0.404223227	Chr1
27.45	-0.404223227	Chr1
27.5	-0.403314868	Chr1
27.55	-0.409880435	Chr1
27.6	-0.408483848	Chr1
27.65	-0.408483848	Chr1
27.7	-0.39685142	Chr1
27.75	-0.396964633	Chr1
27.8	-0.387697176	Chr1
27.85	-0.389607114	Chr1
27.9	-0.389607114	Chr1
27.95	-0.390480611	Chr1
28	-0.383241125	Chr1
28.05	-0.399605705	Chr1
28.1	-0.402650448	Chr1
28.15	-0.398692462	Chr1
28.2	-0.398692462	Chr1
28.25	-0.399648522	Chr1
28.3	-0.399648522	Chr1
28.35	-0.407238262	Chr1
28.4	-0.405455694	Chr1
28.45	-0.405350313	Chr1
28.5	-0.406312762	Chr1
28.55	-0.406045262	Chr1
28.6	-0.402672394	Chr1
28.65	-0.403159575	Chr1
28.7	-0.404083145	Chr1
28.75	-0.404083145	Chr1
28.8	-0.404083145	Chr1
28.85	-0.403341059	Chr1
28.9	-0.403341059	Chr1
28.95	-0.403076701	Chr1
29	-0.403515371	Chr1
29.05	-0.391082455	Chr1
29.1	-0.391082455	Chr1
0	-0.426108548	Chr2
0.05	-0.426201152	Chr2
0.1	-0.426201152	Chr2
0.15	-0.426201152	Chr2
0.2	-0.426201152	Chr2
0.25	-0.426201152	Chr2
0.3	-0.425862215	Chr2
0.35	-0.425862215	Chr2
0.4	-0.425862215	Chr2
0.45	-0.425862215	Chr2
0.5	-0.425862215	Chr2
0.55	-0.426235893	Chr2
0.6	-0.426235893	Chr2
0.65	-0.426282536	Chr2
0.7	-0.426149122	Chr2
0.75	-0.426093718	Chr2
0.8	-0.426547038	Chr2
0.85	-0.426483079	Chr2
0.9	-0.427468826	Chr2
0.95	-0.427108477	Chr2
1	-0.426506396	Chr2
1.05	-0.426266359	Chr2
1.1	-0.426406898	Chr2
1.15	-0.426725649	Chr2
1.2	-0.426724056	Chr2
1.25	-0.426724056	Chr2
1.3	-0.426339088	Chr2
1.35	-0.426525792	Chr2
1.4	-0.426525792	Chr2
1.45	-0.426308207	Chr2
1.5	-0.426391399	Chr2
1.55	-0.425987523	Chr2
1.6	-0.425965195	Chr2
1.65	-0.425807103	Chr2
1.7	-0.426008076	Chr2
1.75	-0.425717065	Chr2
1.8	-0.424499233	Chr2
1.85	-0.423877892	Chr2
1.9	-0.4241425	Chr2
1.95	-0.424467056	Chr2
2	-0.424661918	Chr2
2.05	-0.424566813	Chr2
2.1	-0.423872984	Chr2
2.15	-0.420885175	Chr2
2.2	-0.419864529	Chr2
2.25	-0.419864529	Chr2
2.3	-0.424091065	Chr2
2.35	-0.411270632	Chr2
2.4	-0.409882744	Chr2
2.45	-0.411552846	Chr2
2.5	-0.408143268	Chr2
2.55	-0.409485744	Chr2
2.6	-0.411510026	Chr2
2.65	-0.410848194	Chr2
2.7	-0.409543059	Chr2
2.75	-0.407890677	Chr2
2.8	-0.407890677	Chr2
2.85	-0.404986586	Chr2
2.9	-0.404412786	Chr2
2.95	-0.40112348	Chr2
3	-0.398405818	Chr2
3.05	-0.40185185	Chr2
3.1	-0.399517	Chr2
3.15	-0.411153091	Chr2
3.2	-0.411153091	Chr2
3.25	-0.411153091	Chr2
3.3	-0.411153091	Chr2
3.35	-0.432863188	Chr2
3.4	-0.429459471	Chr2
3.45	-0.428525765	Chr2
3.5	-0.443812067	Chr2
3.55	-0.439209706	Chr2
3.6	-0.435533235	Chr2
3.65	-0.4331415	Chr2
3.7	-0.41757887	Chr2
3.75	-0.408942269	Chr2
3.8	-0.408942269	Chr2
3.85	-0.408942269	Chr2
3.9	-0.408942269	Chr2
3.95	-0.408942269	Chr2
4	-0.410257148	Chr2
4.05	-0.40529996	Chr2
4.1	-0.404007087	Chr2
4.15	-0.389798913	Chr2
4.2	-0.389798913	Chr2
4.25	-0.3950856	Chr2
4.3	-0.398634107	Chr2
4.35	-0.399464345	Chr2
4.4	-0.402209931	Chr2
4.45	-0.400694207	Chr2
4.5	-0.399150781	Chr2
4.55	-0.398736848	Chr2
4.6	-0.399120029	Chr2
4.65	-0.403251941	Chr2
4.7	-0.411045667	Chr2
4.75	-0.417187	Chr2
4.8	-0.414856294	Chr2
4.85	-0.419345475	Chr2
4.9	-0.419836884	Chr2
4.95	-0.419386045	Chr2
5	-0.418676957	Chr2
5.05	-0.416866752	Chr2
5.1	-0.427212775	Chr2
5.15	-0.42839384	Chr2
5.2	-0.428444284	Chr2
5.25	-0.428216008	Chr2
5.3	-0.428497642	Chr2
5.35	-0.429660066	Chr2
5.4	-0.430407927	Chr2
5.45	-0.430476291	Chr2
5.5	-0.43062935	Chr2
5.55	-0.430939398	Chr2
5.6	-0.428610766	Chr2
5.65	-0.428350042	Chr2
5.7	-0.429549603	Chr2
5.75	-0.429547066	Chr2
5.8	-0.430798934	Chr2
5.85	-0.430543533	Chr2
5.9	-0.431531727	Chr2
5.95	-0.431751441	Chr2
6	-0.432082483	Chr2
6.05	-0.43340583	Chr2
6.1	-0.432344998	Chr2
6.15	-0.432695844	Chr2
6.2	-0.432441608	Chr2
6.25	-0.43251692	Chr2
6.3	-0.432580733	Chr2
6.35	-0.43229788	Chr2
6.4	-0.431709243	Chr2
6.45	-0.431112733	Chr2
6.5	-0.431032466	Chr2
6.55	-0.431406975	Chr2
6.6	-0.432504843	Chr2
6.65	-0.432653478	Chr2
6.7	-0.43240628	Chr2
6.75	-0.432671922	Chr2
6.8	-0.432244239	Chr2
6.85	-0.432328565	Chr2
6.9	-0.431677344	Chr2
6.95	-0.431520541	Chr2
7	-0.431211001	Chr2
7.05	-0.430077825	Chr2
7.1	-0.430969508	Chr2
7.15	-0.430495704	Chr2
7.2	-0.430569392	Chr2
7.25	-0.430381789	Chr2
7.3	-0.430003972	Chr2
7.35	-0.429517845	Chr2
7.4	-0.429586417	Chr2
7.45	-0.430885998	Chr2
7.5	-0.430535781	Chr2
7.55	-0.425409087	Chr2
7.6	-0.424480371	Chr2
7.65	-0.42188152	Chr2
7.7	-0.412908228	Chr2
7.75	-0.410381945	Chr2
7.8	-0.410331099	Chr2
7.85	-0.41054671	Chr2
7.9	-0.410384146	Chr2
7.95	-0.409518121	Chr2
8	-0.410366318	Chr2
8.05	-0.411170645	Chr2
8.1	-0.410835088	Chr2
8.15	-0.413478873	Chr2
8.2	-0.414144104	Chr2
8.25	-0.413862473	Chr2
8.3	-0.4140057	Chr2
8.35	-0.414115977	Chr2
8.4	-0.416175874	Chr2
8.45	-0.41603019	Chr2
8.5	-0.41637159	Chr2
8.55	-0.413480693	Chr2
8.6	-0.40898884	Chr2
8.65	-0.407481462	Chr2
8.7	-0.41013606	Chr2
8.75	-0.412579529	Chr2
8.8	-0.414380393	Chr2
8.85	-0.416151225	Chr2
8.9	-0.412256145	Chr2
8.95	-0.412495341	Chr2
9	-0.410409589	Chr2
9.05	-0.410341542	Chr2
9.1	-0.410202842	Chr2
9.15	-0.408435982	Chr2
9.2	-0.408882281	Chr2
9.25	-0.408369757	Chr2
9.3	-0.407897289	Chr2
9.35	-0.408477083	Chr2
9.4	-0.411479624	Chr2
9.45	-0.412381394	Chr2
9.5	-0.411579396	Chr2
9.55	-0.413682186	Chr2
9.6	-0.413317837	Chr2
9.65	-0.412693768	Chr2
9.7	-0.426148899	Chr2
9.75	-0.426208076	Chr2
9.8	-0.427149069	Chr2
9.85	-0.42502389	Chr2
9.9	-0.427047772	Chr2
9.95	-0.425931173	Chr2
10	-0.42670045	Chr2
10.05	-0.426555614	Chr2
10.1	-0.426503717	Chr2
10.15	-0.425954612	Chr2
10.2	-0.425808597	Chr2
10.25	-0.426072069	Chr2
10.3	-0.42533139	Chr2
10.35	-0.425896941	Chr2
10.4	-0.424255619	Chr2
10.45	-0.423232767	Chr2
10.5	-0.423485347	Chr2
10.55	-0.424066844	Chr2
10.6	-0.426556655	Chr2
10.65	-0.428795701	Chr2
10.7	-0.429125771	Chr2
10.75	-0.429133382	Chr2
10.8	-0.428492478	Chr2
10.85	-0.429183615	Chr2
10.9	-0.429334598	Chr2
10.95	-0.430061613	Chr2
11	-0.429988121	Chr2
11.05	-0.430055514	Chr2
11.1	-0.430337355	Chr2
11.15	-0.430512857	Chr2
11.2	-0.430524968	Chr2
11.25	-0.430467872	Chr2
11.3	-0.430461	Chr2
11.35	-0.430447126	Chr2
11.4	-0.430780982	Chr2
11.45	-0.432548152	Chr2
11.5	-0.432846146	Chr2
11.55	-0.43174059	Chr2
11.6	-0.431704943	Chr2
11.65	-0.431805226	Chr2
11.7	-0.428507056	Chr2
11.75	-0.428375033	Chr2
11.8	-0.427609016	Chr2
11.85	-0.427658829	Chr2
11.9	-0.427555352	Chr2
11.95	-0.427616503	Chr2
12	-0.429096827	Chr2
12.05	-0.430047367	Chr2
12.1	-0.429374818	Chr2
12.15	-0.428877175	Chr2
12.2	-0.429348251	Chr2
12.25	-0.428899599	Chr2
12.3	-0.428624429	Chr2
12.35	-0.428860458	Chr2
12.4	-0.428947581	Chr2
12.45	-0.428812878	Chr2
12.5	-0.428566748	Chr2
12.55	-0.428750783	Chr2
12.6	-0.428517226	Chr2
12.65	-0.428336913	Chr2
12.7	-0.426142925	Chr2
12.75	-0.42618369	Chr2
12.8	-0.426586884	Chr2
12.85	-0.427007235	Chr2
12.9	-0.428360219	Chr2
12.95	-0.427829604	Chr2
13	-0.427235123	Chr2
13.05	-0.426607418	Chr2
13.1	-0.426544069	Chr2
13.15	-0.426470198	Chr2
13.2	-0.425259783	Chr2
13.25	-0.425269742	Chr2
13.3	-0.426337536	Chr2
13.35	-0.42554159	Chr2
13.4	-0.423384446	Chr2
13.45	-0.419726917	Chr2
13.5	-0.419873883	Chr2
13.55	-0.420091651	Chr2
13.6	-0.420110694	Chr2
13.65	-0.421620253	Chr2
13.7	-0.428640325	Chr2
13.75	-0.429283257	Chr2
13.8	-0.430257827	Chr2
13.85	-0.42941125	Chr2
13.9	-0.424111216	Chr2
13.95	-0.42577909	Chr2
14	-0.425930896	Chr2
14.05	-0.426533887	Chr2
14.1	-0.427774996	Chr2
14.15	-0.427766307	Chr2
14.2	-0.428196846	Chr2
14.25	-0.428285743	Chr2
14.3	-0.428232359	Chr2
14.35	-0.428914024	Chr2
14.4	-0.429661641	Chr2
14.45	-0.42891832	Chr2
14.5	-0.42891832	Chr2
14.55	-0.428657253	Chr2
14.6	-0.429508127	Chr2
14.65	-0.428467319	Chr2
14.7	-0.426489596	Chr2
14.75	-0.423857267	Chr2
