POS	VALUE	CHROM
5.45	-0.087945205	Chr1
5.5	-0.090277778	Chr1
5.55	-0.093589744	Chr1
5.6	-0.099102564	Chr1
5.65	-0.094810127	Chr1
5.7	-0.093	Chr1
5.75	-0.091168831	Chr1
5.8	-0.093116883	Chr1
5.85	-0.089493671	Chr1
5.9	-0.034190476	Chr1
5.95	-0.021885246	Chr1
6	0.123398693	Chr1
6.05	0.140240175	Chr1
6.1	0.154271523	Chr1
6.15	0.142165414	Chr1
6.2	0.105013298	Chr1
6.25	0.106218375	Chr1
6.3	0.105794393	Chr1
6.35	0.119694444	Chr1
6.4	0.120907821	Chr1
6.45	0.121896067	Chr1
6.5	0.121316527	Chr1
6.55	0.121824513	Chr1
6.6	0.122797784	Chr1
6.65	0.122635229	Chr1
6.7	0.122736111	Chr1
6.75	0.122698192	Chr1
6.8	0.12225	Chr1
6.85	0.122350487	Chr1
6.9	0.121919192	Chr1
6.95	0.12362426	Chr1
7	0.087682927	Chr1
7.05	0.049794721	Chr1
7.1	-0.071573034	Chr1
7.15	-0.129911504	Chr1
7.2	0.060384615	Chr1
7.25	0.051538462	Chr1
7.3	0.051538462	Chr1
7.35	0.0404	Chr1
7.4	0.038928571	Chr1
7.45	0.028823529	Chr1
7.5	0.001923077	Chr1
7.55	-0.004047619	Chr1
7.6	-0.026666667	Chr1
7.65	-0.026666667	Chr1
7.7	-0.02275	Chr1
7.75	-0.026829268	Chr1
7.8	-0.033191489	Chr1
7.85	-0.030508475	Chr1
7.9	-0.027777778	Chr1
7.95	-0.027846154	Chr1
8	-0.032083333	Chr1
8.05	-0.034303797	Chr1
8.1	-0.034691358	Chr1
8.15	-0.034285714	Chr1
8.2	-0.032235294	Chr1
8.25	-0.02862069	Chr1
8.3	-0.027840909	Chr1
8.35	-0.026236559	Chr1
8.4	-0.015851064	Chr1
8.45	-0.014555556	Chr1
8.5	0.037413793	Chr1
8.55	0.037988506	Chr1
8.6	0.039653179	Chr1
8.65	0.036171429	Chr1
8.7	0.031912568	Chr1
8.75	0.032421053	Chr1
8.8	0.007681159	Chr1
8.85	-0.036877828	Chr1
8.9	-0.043363775	Chr1
8.95	-0.054630952	Chr1
9	-0.056274286	Chr1
9.05	-0.056276958	Chr1
9.1	-0.056294248	Chr1
9.15	-0.050261233	Chr1
9.2	-0.050051493	Chr1
9.25	-0.050298969	Chr1
9.3	-0.05043299	Chr1
9.35	-0.050557851	Chr1
9.4	-0.049628887	Chr1
9.45	-0.049278557	Chr1
9.5	-0.061848552	Chr1
9.55	-0.062388889	Chr1
9.6	-0.062658509	Chr1
9.65	-0.061949059	Chr1
9.7	-0.061839465	Chr1
9.75	-0.062519597	Chr1
9.8	-0.062605985	Chr1
9.85	-0.050543131	Chr1
9.9	-0.048606357	Chr1
9.95	-0.009083333	Chr1
10	-0.01986014	Chr1
10.05	0.001511628	Chr1
10.1	0.007213622	Chr1
10.15	-0.000915751	Chr1
10.2	-0.002656827	Chr1
10.25	-0.001851852	Chr1
10.3	-0.002287823	Chr1
10.35	-0.007044674	Chr1
10.4	-0.007598566	Chr1
10.45	-0.009021739	Chr1
10.5	-0.01025641	Chr1
10.55	-0.007426471	Chr1
10.6	-0.008109091	Chr1
10.65	0.039977324	Chr1
10.7	0.042172131	Chr1
10.75	0.041507937	Chr1
10.8	0.037355212	Chr1
10.85	0.033895871	Chr1
10.9	0.033554502	Chr1
10.95	0.035356037	Chr1
11	0.054303351	Chr1
11.05	0.049166667	Chr1
11.1	0.051899225	Chr1
11.15	0.050563107	Chr1
11.2	0.051832359	Chr1
11.25	0.061904762	Chr1
11.3	0.039166667	Chr1
11.35	0.050865979	Chr1
11.4	0.058150754	Chr1
11.45	0.057227723	Chr1
11.5	0.056430678	Chr1
11.55	0.056594488	Chr1
11.6	0.057224927	Chr1
11.65	0.045667828	Chr1
11.7	0.044014688	Chr1
11.75	0.044330413	Chr1
11.8	0.044918033	Chr1
11.85	0.048058124	Chr1
11.9	0.050897059	Chr1
11.95	0.050183206	Chr1
12	0.028034529	Chr1
12.05	0.027962963	Chr1
12.1	0.025067385	Chr1
12.15	0.025941645	Chr1
12.2	0.022467018	Chr1
12.25	0.00617945	Chr1
12.3	0.022636917	Chr1
12.35	-0.012749245	Chr1
12.4	-0.045342466	Chr1
12.45	-0.046441281	Chr1
12.5	-0.046666667	Chr1
12.55	-0.045979021	Chr1
12.6	-0.052242647	Chr1
12.65	-0.072875399	Chr1
12.7	-0.083679525	Chr1
12.75	-0.081976401	Chr1
12.8	-0.078694362	Chr1
12.85	-0.076696165	Chr1
12.9	-0.077905605	Chr1
12.95	-0.068136483	Chr1
13	-0.048265306	Chr1
13.05	-0.049496644	Chr1
13.1	-0.044554455	Chr1
13.15	-0.044948454	Chr1
13.2	-0.044320557	Chr1
13.25	-0.050040984	Chr1
13.3	-0.04696	Chr1
13.35	-0.044108527	Chr1
13.4	-0.044470588	Chr1
13.45	-0.040419847	Chr1
13.5	-0.040419847	Chr1
13.55	-0.035962264	Chr1
13.6	-0.032302158	Chr1
13.65	-0.00052	Chr1
13.7	0.018540773	Chr1
13.75	0.020460251	Chr1
13.8	0.01504	Chr1
13.85	0.015354331	Chr1
13.9	0.017963636	Chr1
13.95	0.014814815	Chr1
14	0.013648069	Chr1
14.05	0.014711111	Chr1
14.1	0.011928251	Chr1
14.15	0.008623853	Chr1
14.2	0.014201681	Chr1
14.25	0.012913043	Chr1
14.3	0.011830357	Chr1
14.35	0.010645161	Chr1
14.4	0.010883721	Chr1
14.45	0.00647619	Chr1
14.5	0.00647619	Chr1
14.55	-0.002392344	Chr1
14.6	-0.00145	Chr1
14.65	-0.003351351	Chr1
14.7	0.003604651	Chr1
14.75	-0.000609756	Chr1
14.8	0.003241379	Chr1
14.85	-0.003308271	Chr1
14.9	-0.012035398	Chr1
14.95	-0.005757576	Chr1
15	-0.007444444	Chr1
15.05	-0.004320988	Chr1
15.1	-0.01	Chr1
15.15	-0.01	Chr1
15.2	0.017407407	Chr1
15.25	0.016	Chr1
15.3	0.011698113	Chr1
15.35	0.010408163	Chr1
15.4	0.010208333	Chr1
15.45	0.014047619	Chr1
15.5	0.016	Chr1
15.55	0.059310345	Chr1
15.6	0.0384	Chr1
15.65	-0.015428571	Chr1
15.7	-0.002631579	Chr1
15.75	0.001944444	Chr1
15.8	0.002571429	Chr1
15.85	0.005277778	Chr1
15.9	0.007941176	Chr1
15.95	0.007941176	Chr1
16	0.005454545	Chr1
16.05	-0.000285714	Chr1
16.1	0.010882353	Chr1
16.15	0.010882353	Chr1
16.2	-0.007407407	Chr1
16.25	-0.005384615	Chr1
16.3	0.005813953	Chr1
16.35	0.005813953	Chr1
16.4	0.007209302	Chr1
16.45	0.004545455	Chr1
16.5	0.003255814	Chr1
16.55	-0.006888889	Chr1
16.6	-0.007608696	Chr1
16.65	0.037352941	Chr1
16.7	0.025405405	Chr1
16.75	0.021578947	Chr1
16.8	0.021578947	Chr1
16.85	0.019459459	Chr1
16.9	0.026341463	Chr1
16.95	0.026341463	Chr1
17	0.026341463	Chr1
17.05	0.032564103	Chr1
17.1	0.022631579	Chr1
17.15	0.028536585	Chr1
17.2	0.025833333	Chr1
17.25	0.008360656	Chr1
17.3	-0.002244898	Chr1
17.35	-0.006862745	Chr1
17.4	-0.013508772	Chr1
17.45	-0.009655172	Chr1
17.5	-0.01125	Chr1
17.55	0.0032	Chr1
17.6	0.004533333	Chr1
17.65	0.006933333	Chr1
17.7	0.006857143	Chr1
17.75	0.004	Chr1
17.8	0.001917808	Chr1
17.85	0.001917808	Chr1
17.9	-0.007183099	Chr1
17.95	-0.010138889	Chr1
18	-0.008783784	Chr1
18.05	-0.014805195	Chr1
18.1	-0.014805195	Chr1
18.15	-0.019594595	Chr1
18.2	-0.027727273	Chr1
18.25	-0.022777778	Chr1
18.3	0.0095	Chr1
18.35	0.023220339	Chr1
18.4	0.033846154	Chr1
18.45	0.0332	Chr1
18.5	0.025263158	Chr1
18.55	0.028333333	Chr1
18.6	0.027428571	Chr1
18.65	0.015405405	Chr1
18.7	0.013888889	Chr1
18.75	0.023428571	Chr1
18.8	0.03	Chr1
18.85	0.035757576	Chr1
18.9	0.0659375	Chr1
18.95	0.07	Chr1
19	0.087894737	Chr1
19.05	0.109428571	Chr1
19.1	0.109428571	Chr1
19.15	0.109428571	Chr1
19.2	0.110769231	Chr1
19.25	0.117105263	Chr1
19.3	0.104285714	Chr1
19.35	0.085517241	Chr1
19.4	0.085517241	Chr1
19.45	0.05106383	Chr1
19.5	0.055116279	Chr1
19.55	0.05326087	Chr1
19.6	-0.18091954	Chr1
19.65	-0.349090909	Chr1
19.7	-0.042912913	Chr1
19.75	-0.036734694	Chr1
19.8	-0.036599424	Chr1
19.85	-0.03734104	Chr1
19.9	-0.054166667	Chr1
19.95	-0.05675	Chr1
20	-0.054833333	Chr1
20.05	0.165401338	Chr1
20.1	0.164716667	Chr1
20.15	0.163360791	Chr1
20.2	0.163631841	Chr1
20.25	0.162602965	Chr1
20.3	0.162805281	Chr1
20.35	0.163130148	Chr1
20.4	0.157749196	Chr1
20.45	0.160181518	Chr1
20.5	0.159157025	Chr1
20.55	0.157128713	Chr1
20.6	0.202394366	Chr1
20.65	0.344558824	Chr1
20.7	0.347932961	Chr1
20.75	0.356519481	Chr1
20.8	0.357194805	Chr1
20.85	0.350867347	Chr1
20.9	0.36880829	Chr1
20.95	0.374790576	Chr1
21	0.373184211	Chr1
21.05	0.164041096	Chr1
21.1	0.124596273	Chr1
21.15	0.255991379	Chr1
21.2	0.304757282	Chr1
21.25	0.296688103	Chr1
21.3	0.296688103	Chr1
21.35	0.298019481	Chr1
21.4	0.316348123	Chr1
21.45	0.313244147	Chr1
21.5	0.3144	Chr1
21.55	0.321993243	Chr1
21.6	0.320578231	Chr1
21.65	0.335602837	Chr1
21.7	0.288965517	Chr1
21.75	0.274347826	Chr1
21.8	0.274501992	Chr1
21.85	0.282295082	Chr1
21.9	0.298559322	Chr1
21.95	0.294791667	Chr1
22	0.297257384	Chr1
22.05	0.296016949	Chr1
22.1	0.337123288	Chr1
22.15	0.242394366	Chr1
22.2	-0.010410959	Chr1
22.25	0.01942029	Chr1
22.3	0.018108108	Chr1
22.35	0.018684211	Chr1
22.4	0.018846154	Chr1
22.45	0.023285714	Chr1
22.5	0.03173913	Chr1
22.55	0.036285714	Chr1
22.6	0.029710145	Chr1
22.65	0.027260274	Chr1
22.7	0.034864865	Chr1
22.75	0.034864865	Chr1
22.8	0.055	Chr1
22.85	0.067027027	Chr1
22.9	0.056111111	Chr1
22.95	0.054102564	Chr1
23	0.054102564	Chr1
23.05	0.074871795	Chr1
23.1	0.074871795	Chr1
23.15	0.070731707	Chr1
23.2	0.1	Chr1
23.25	0.099032258	Chr1
23.3	0.118076923	Chr1
23.35	0.126	Chr1
23.4	0.134782609	Chr1
23.45	0.107575758	Chr1
23.5	0.108387097	Chr1
23.55	0.0878125	Chr1
23.6	0.078529412	Chr1
23.65	0.086451613	Chr1
23.7	0.086451613	Chr1
23.75	0.086451613	Chr1
23.8	0.041842105	Chr1
23.85	0.029459459	Chr1
23.9	0.027631579	Chr1
23.95	0.021612903	Chr1
24	0.021612903	Chr1
24.05	-0.012142857	Chr1
24.1	-0.004473684	Chr1
24.15	-0.011428571	Chr1
24.2	-0.011428571	Chr1
24.25	-0.02	Chr1
24.3	-0.009565217	Chr1
24.35	-0.02893617	Chr1
24.4	-0.046530612	Chr1
24.45	-0.07	Chr1
24.5	-0.07	Chr1
24.55	-0.053421053	Chr1
24.6	-0.061081081	Chr1
24.65	-0.055789474	Chr1
24.7	-0.040769231	Chr1
24.75	-0.016304348	Chr1
24.8	-0.161184211	Chr1
24.85	-0.318847458	Chr1
24.9	-0.317103064	Chr1
24.95	-0.316611111	Chr1
25	-0.307289973	Chr1
25.05	-0.301876676	Chr1
25.1	-0.308712329	Chr1
25.15	-0.30180593	Chr1
25.2	-0.297606383	Chr1
25.25	-0.296534392	Chr1
25.3	-0.30336	Chr1
25.35	-0.298196286	Chr1
25.4	-0.29795756	Chr1
25.45	-0.295382586	Chr1
25.5	-0.292827225	Chr1
25.55	-0.282860759	Chr1
25.6	-0.272315271	Chr1
25.65	-0.271097561	Chr1
25.7	-0.270776699	Chr1
25.75	-0.275354523	Chr1
25.8	-0.270213904	Chr1
25.85	-0.1318125	Chr1
25.9	-0.016428571	Chr1
25.95	0.002038835	Chr1
26	-0.004631579	Chr1
26.05	-0.020957447	Chr1
26.1	-0.014787234	Chr1
26.15	-0.023863636	Chr1
26.2	-0.026704545	Chr1
26.25	-0.023294118	Chr1
26.3	0.008604651	Chr1
26.35	0.00195122	Chr1
26.4	0.004235294	Chr1
26.45	-0.000240964	Chr1
26.5	0.002682927	Chr1
26.55	-0.002837838	Chr1
26.6	-0.016290323	Chr1
26.65	-0.009107143	Chr1
26.7	-0.012054795	Chr1
26.75	-0.003428571	Chr1
26.8	0.011341463	Chr1
26.85	0.035974026	Chr1
26.9	0.042027027	Chr1
26.95	0.021029412	Chr1
27	0.018289474	Chr1
27.05	0.029178082	Chr1
27.1	0.019189189	Chr1
27.15	0.022666667	Chr1
27.2	0.026857143	Chr1
27.25	0.035588235	Chr1
27.3	0.016349206	Chr1
27.35	0.019275362	Chr1
27.4	0.030606061	Chr1
27.45	0.030606061	Chr1
27.5	0.022205882	Chr1
27.55	0.021129032	Chr1
27.6	0.017878788	Chr1
27.65	0.017878788	Chr1
27.7	0.0386	Chr1
27.75	0.030816327	Chr1
27.8	0.030294118	Chr1
27.85	0.019714286	Chr1
27.9	0.019714286	Chr1
27.95	0.017222222	Chr1
28	0.029375	Chr1
28.05	0.012622951	Chr1
28.1	0.013965517	Chr1
28.15	0.009538462	Chr1
28.2	0.009538462	Chr1
28.25	0.008208955	Chr1
28.3	0.008208955	Chr1
28.35	0.004098361	Chr1
28.4	-0.001774194	Chr1
28.45	0.0065625	Chr1
28.5	0.008730159	Chr1
28.55	0.007538462	Chr1
28.6	0.018169014	Chr1
28.65	0.023835616	Chr1
28.7	0.017971014	Chr1
28.75	0.017971014	Chr1
28.8	0.017971014	Chr1
28.85	0.023235294	Chr1
28.9	0.023235294	Chr1
28.95	0.024626866	Chr1
29	0.023064516	Chr1
29.05	0.048484848	Chr1
29.1	0.048484848	Chr1
0	-0.047258883	Chr2
0.05	-0.047323232	Chr2
0.1	-0.047323232	Chr2
0.15	-0.047323232	Chr2
0.2	-0.047323232	Chr2
0.25	-0.047323232	Chr2
0.3	-0.04795	Chr2
0.35	-0.04795	Chr2
0.4	-0.04795	Chr2
0.45	-0.04795	Chr2
0.5	-0.04795	Chr2
0.55	-0.043604061	Chr2
0.6	-0.043604061	Chr2
0.65	-0.044642857	Chr2
0.7	-0.043604061	Chr2
0.75	-0.042105263	Chr2
0.8	-0.013482759	Chr2
0.85	0.015249267	Chr2
0.9	0.025543478	Chr2
0.95	0.065315315	Chr2
1	0.08147929	Chr2
1.05	0.083058824	Chr2
1.1	0.087754011	Chr2
1.15	0.060288462	Chr2
1.2	0.057616822	Chr2
1.25	0.057616822	Chr2
1.3	0.057813953	Chr2
1.35	0.057916667	Chr2
1.4	0.057916667	Chr2
1.45	0.057142857	Chr2
1.5	0.05646789	Chr2
1.55	0.057409091	Chr2
1.6	0.057058824	Chr2
1.65	0.059330357	Chr2
1.7	0.056875	Chr2
1.75	0.056168224	Chr2
1.8	0.053609023	Chr2
1.85	-0.027710843	Chr2
1.9	-0.035294118	Chr2
1.95	-0.046056338	Chr2
2	-0.035479452	Chr2
2.05	-0.045866667	Chr2
2.1	-0.086229508	Chr2
2.15	-0.03475	Chr2
2.2	-0.034705882	Chr2
2.25	-0.034705882	Chr2
2.3	-0.034193548	Chr2
2.35	-0.016578947	Chr2
2.4	-0.022564103	Chr2
2.45	-0.026153846	Chr2
2.5	-0.025609756	Chr2
2.55	-0.035128205	Chr2
2.6	-0.032051282	Chr2
2.65	-0.049444444	Chr2
2.7	-0.042058824	Chr2
2.75	-0.026129032	Chr2
2.8	-0.026129032	Chr2
2.85	-0.024827586	Chr2
2.9	-0.023571429	Chr2
2.95	0.0084	Chr2
3	-0.010909091	Chr2
3.05	0.019	Chr2
3.1	-0.004736842	Chr2
3.15	-0.050909091	Chr2
3.2	-0.050909091	Chr2
3.25	-0.050909091	Chr2
3.3	-0.050909091	Chr2
3.35	-0.10625	Chr2
3.4	-0.081176471	Chr2
3.45	-0.071176471	Chr2
3.5	-0.054666667	Chr2
3.55	-0.064705882	Chr2
3.6	-0.067058824	Chr2
3.65	-0.05	Chr2
3.7	-0.023043478	Chr2
3.75	-0.018846154	Chr2
3.8	-0.018846154	Chr2
3.85	-0.018846154	Chr2
3.9	-0.018846154	Chr2
3.95	-0.018846154	Chr2
4	-0.015185185	Chr2
4.05	-0.0188	Chr2
4.1	-0.020434783	Chr2
4.15	0.037826087	Chr2
4.2	0.037826087	Chr2
4.25	0.0272	Chr2
4.3	0.028571429	Chr2
4.35	0.01862069	Chr2
4.4	0.007586207	Chr2
4.45	0.011724138	Chr2
4.5	0.01625	Chr2
4.55	0.016363636	Chr2
4.6	0.009411765	Chr2
4.65	0.008823529	Chr2
4.7	-0.005333333	Chr2
4.75	-0.011034483	Chr2
4.8	-0.014411765	Chr2
4.85	0.003	Chr2
4.9	-0.008837209	Chr2
4.95	-0.01	Chr2
5	-0.018043478	Chr2
5.05	-0.036633663	Chr2
5.1	0.002966102	Chr2
5.15	0.011184573	Chr2
5.2	0.012076503	Chr2
5.25	0.013205479	Chr2
5.3	0.006361186	Chr2
5.35	-0.007041943	Chr2
5.4	-0.001932458	Chr2
5.45	-0.00217636	Chr2
5.5	-0.003276836	Chr2
5.55	-0.002962264	Chr2
5.6	-0.005869947	Chr2
5.65	-0.005799649	Chr2
5.7	-0.007818182	Chr2
5.75	-0.027464183	Chr2
5.8	-0.052183771	Chr2
5.85	-0.053855279	Chr2
5.9	-0.069781478	Chr2
5.95	-0.07	Chr2
6	-0.064698189	Chr2
6.05	-0.029957374	Chr2
6.1	-0.013065199	Chr2
6.15	-0.01851711	Chr2
6.2	-0.018432282	Chr2
6.25	-0.02150772	Chr2
6.3	-0.02392	Chr2
6.35	-0.03916388	Chr2
6.4	-0.042961672	Chr2
6.45	-0.042463267	Chr2
6.5	-0.041986183	Chr2
6.55	-0.011444921	Chr2
6.6	-0.007193619	Chr2
6.65	-0.004782609	Chr2
6.7	-0.000390625	Chr2
6.75	0.010783866	Chr2
6.8	0.03353544	Chr2
6.85	0.034522786	Chr2
6.9	0.059779904	Chr2
6.95	0.06173913	Chr2
7	0.059556213	Chr2
7.05	0.043209719	Chr2
7.1	0.015623053	Chr2
7.15	0.017243492	Chr2
7.2	0.017101911	Chr2
7.25	0.022700491	Chr2
7.3	0.034103448	Chr2
7.35	0.106042155	Chr2
7.4	0.113014706	Chr2
7.45	0.114676617	Chr2
7.5	0.110665025	Chr2
7.55	0.079768786	Chr2
7.6	0.075257143	Chr2
7.65	0.0648	Chr2
7.7	0.047719298	Chr2
7.75	0.03921875	Chr2
7.8	0.033053435	Chr2
7.85	0.03480916	Chr2
7.9	0.035461538	Chr2
7.95	0.026060606	Chr2
8	0.019772727	Chr2
8.05	0.024492754	Chr2
8.1	0.017883212	Chr2
8.15	0.018656716	Chr2
8.2	0.01880597	Chr2
8.25	0.02372093	Chr2
8.3	0.018769231	Chr2
8.35	0.015419847	Chr2
8.4	0.01605042	Chr2
8.45	0.018842975	Chr2
8.5	0.022820513	Chr2
8.55	0.007017544	Chr2
8.6	-0.025	Chr2
8.65	-0.023396226	Chr2
8.7	-0.0284	Chr2
8.75	-0.031609195	Chr2
8.8	-0.011962617	Chr2
8.85	-0.006576577	Chr2
8.9	-0.013225806	Chr2
8.95	-0.010650407	Chr2
9	-0.007016129	Chr2
9.05	-0.014416667	Chr2
9.1	-0.015	Chr2
9.15	-0.020263158	Chr2
9.2	-0.010789474	Chr2
9.25	-0.014521739	Chr2
9.3	-0.013333333	Chr2
9.35	0.013458647	Chr2
9.4	0.014397163	Chr2
9.45	0.008905109	Chr2
9.5	0.013741007	Chr2
9.55	0.015785714	Chr2
9.6	0.012907801	Chr2
9.65	0.019057971	Chr2
9.7	-0.049456522	Chr2
9.75	-0.048224638	Chr2
9.8	-0.042166065	Chr2
9.85	-0.046289753	Chr2
9.9	-0.046268657	Chr2
9.95	-0.047301038	Chr2
10	-0.043814433	Chr2
10.05	-0.043448276	Chr2
10.1	-0.0436	Chr2
10.15	-0.04257329	Chr2
10.2	-0.046525974	Chr2
10.25	-0.045294118	Chr2
10.3	-0.040293255	Chr2
10.35	-0.05015625	Chr2
10.4	-0.052147436	Chr2
10.45	-0.049782609	Chr2
10.5	-0.05006192	Chr2
10.55	-0.05009375	Chr2
10.6	-0.029387755	Chr2
10.65	-0.011493711	Chr2
10.7	0.012307692	Chr2
10.75	0.008126801	Chr2
10.8	0.005088757	Chr2
10.85	0.006466165	Chr2
10.9	0.00585693	Chr2
10.95	0.009027778	Chr2
11	0.007984496	Chr2
11.05	0.008328173	Chr2
11.1	0.010031153	Chr2
11.15	0.010031447	Chr2
11.2	0.011340694	Chr2
11.25	0.011200632	Chr2
11.3	0.012852459	Chr2
11.35	0.012758621	Chr2
11.4	0.012582237	Chr2
11.45	0.004489164	Chr2
11.5	0.002406877	Chr2
11.55	0.022299652	Chr2
11.6	0.027844941	Chr2
11.65	0.02734767	Chr2
11.7	0.04002451	Chr2
11.75	0.04969863	Chr2
11.8	0.04375	Chr2
11.85	0.043946667	Chr2
11.9	0.045185185	Chr2
11.95	0.043151042	Chr2
12	0.05963035	Chr2
12.05	0.054916944	Chr2
12.1	0.034076607	Chr2
12.15	0.008100858	Chr2
12.2	-0.00603235	Chr2
12.25	-0.013333333	Chr2
12.3	-0.013008696	Chr2
12.35	-0.013543441	Chr2
12.4	-0.012010998	Chr2
12.45	0.002419355	Chr2
12.5	0.003913043	Chr2
12.55	-0.010969432	Chr2
12.6	-0.016617003	Chr2
12.65	-0.019770992	Chr2
12.7	-0.018687449	Chr2
12.75	-0.018225144	Chr2
12.8	-0.017185679	Chr2
12.85	-0.019594595	Chr2
12.9	-0.027854137	Chr2
12.95	-0.028921907	Chr2
13	-0.042395437	Chr2
13.05	-0.047547016	Chr2
13.1	-0.046016559	Chr2
13.15	-0.037307692	Chr2
13.2	-0.024908616	Chr2
13.25	-0.015358209	Chr2
13.3	-0.017370821	Chr2
13.35	-0.01697205	Chr2
13.4	-0.019233512	Chr2
13.45	-0.058983452	Chr2
13.5	-0.061507177	Chr2
13.55	-0.068678815	Chr2
13.6	-0.078221258	Chr2
13.65	-0.058704883	Chr2
13.7	-0.03844358	Chr2
13.75	-0.016030664	Chr2
13.8	-0.009424342	Chr2
13.85	-0.003261261	Chr2
13.9	0.030412371	Chr2
13.95	0.040491803	Chr2
14	0.040630137	Chr2
14.05	0.038021108	Chr2
14.1	0.07004329	Chr2
14.15	0.070367965	Chr2
14.2	0.07123913	Chr2
14.25	0.073521739	Chr2
14.3	0.073787879	Chr2
14.35	0.074537445	Chr2
14.4	0.076479821	Chr2
14.45	0.0734	Chr2
14.5	0.0734	Chr2
14.55	0.083592018	Chr2
14.6	0.110122549	Chr2
14.65	0.113888889	Chr2
14.7	0.118109091	Chr2
14.75	0.107821782	Chr2
14.8	0.098406593	Chr2
14.85	0.10021978	Chr2
14.9	0.112057143	Chr2
14.95	0.112882353	Chr2
15	0.111871345	Chr2
15.05	0.124873418	Chr2
15.1	0.008809524	Chr2
15.15	0.006785714	Chr2
15.2	0.002439024	Chr2
15.25	-0.008051948	Chr2
15.3	-0.011973684	Chr2
15.35	-0.008783784	Chr2
15.4	-0.023650794	Chr2
15.45	0.002068966	Chr2
15.5	0.002068966	Chr2
15.55	0.002571429	Chr2
15.6	0.000810811	Chr2
15.65	-0.012162162	Chr2
15.7	-0.015263158	Chr2
15.75	0.006875	Chr2
15.8	0.006506024	Chr2
15.85	0.002948718	Chr2
15.9	0.000263158	Chr2
15.95	-0.000789474	Chr2
16	0.001447368	Chr2
16.05	-0.001898734	Chr2
16.1	0.009571429	Chr2
16.15	0.009852941	Chr2
16.2	0.00075	Chr2
16.25	0.003950617	Chr2
16.3	-0.007684211	Chr2
16.35	-0.011632653	Chr2
16.4	-0.010133333	Chr2
16.45	-0.048450185	Chr2
16.5	-0.049572954	Chr2
16.55	-0.050954064	Chr2
16.6	-0.056952055	Chr2
